candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Iván Duque,Partido Centro Democrático,75.24,383,Nariño,Yacuanquer
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.86,96,Nariño,Yacuanquer
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.89,30,Nariño,Yacuanquer
votos no marcados,votos no marcados,,16,Nariño,Yacuanquer
votos nulos,votos nulos,,8,Nariño,Yacuanquer
Iván Duque,Partido Centro Democrático,75.21,258,Caldas,Marulanda
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.61,81,Caldas,Marulanda
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.16,4,Caldas,Marulanda
votos no marcados,votos no marcados,,5,Caldas,Marulanda
votos nulos,votos nulos,,1,Caldas,Marulanda
Iván Duque,Partido Centro Democrático,51.71,572,Boyaca,Belen
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,41.22,456,Boyaca,Belen
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.05,78,Boyaca,Belen
votos no marcados,votos no marcados,,18,Boyaca,Belen
votos nulos,votos nulos,,88,Boyaca,Belen
Iván Duque,Partido Centro Democrático,83.35,821,Sucre,Caimito
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.82,146,Sucre,Caimito
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.82,18,Sucre,Caimito
votos no marcados,votos no marcados,,44,Sucre,Caimito
votos nulos,votos nulos,,3,Sucre,Caimito
Iván Duque,Partido Centro Democrático,72.92,2036,Cundinamarca,Caqueza
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.31,595,Cundinamarca,Caqueza
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.76,161,Cundinamarca,Caqueza
votos no marcados,votos no marcados,,22,Cundinamarca,Caqueza
votos nulos,votos nulos,,49,Cundinamarca,Caqueza
Iván Duque,Partido Centro Democrático,72.08,284,Cundinamarca,Nariño
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.33,88,Cundinamarca,Nariño
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.58,22,Cundinamarca,Nariño
votos no marcados,votos no marcados,,4,Cundinamarca,Nariño
votos nulos,votos nulos,,5,Cundinamarca,Nariño
Iván Duque,Partido Centro Democrático,81.29,4221,Antioquia,Retiro
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.85,823,Antioquia,Retiro
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.85,148,Antioquia,Retiro
votos no marcados,votos no marcados,,44,Antioquia,Retiro
votos nulos,votos nulos,,26,Antioquia,Retiro
Iván Duque,Partido Centro Democrático,77.0,422,Boyaca,Iza
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.98,115,Boyaca,Iza
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.0,11,Boyaca,Iza
votos no marcados,votos no marcados,,3,Boyaca,Iza
votos nulos,votos nulos,,13,Boyaca,Iza
Iván Duque,Partido Centro Democrático,93.17,942,Bolivar,TIquisio (pto. Rico)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,5.34,54,Bolivar,TIquisio (pto. Rico)
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.48,15,Bolivar,TIquisio (pto. Rico)
votos no marcados,votos no marcados,,16,Bolivar,TIquisio (pto. Rico)
votos nulos,votos nulos,,4,Bolivar,TIquisio (pto. Rico)
Iván Duque,Partido Centro Democrático,76.66,460,Cauca,La Sierra
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.0,120,Cauca,La Sierra
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.33,20,Cauca,La Sierra
votos no marcados,votos no marcados,,20,Cauca,La Sierra
votos nulos,votos nulos,,5,Cauca,La Sierra
Iván Duque,Partido Centro Democrático,69.71,815,Boyaca,Guateque
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.89,291,Boyaca,Guateque
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.38,63,Boyaca,Guateque
votos no marcados,votos no marcados,,18,Boyaca,Guateque
votos nulos,votos nulos,,11,Boyaca,Guateque
Iván Duque,Partido Centro Democrático,76.43,438,Tolima,Piedras
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.59,118,Tolima,Piedras
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.96,17,Tolima,Piedras
votos no marcados,votos no marcados,,4,Tolima,Piedras
votos nulos,votos nulos,,4,Tolima,Piedras
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,75.0,15,Amazonas,Puerto Arica
Iván Duque,Partido Centro Democrático,25.0,5,Amazonas,Puerto Arica
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Amazonas,Puerto Arica
votos no marcados,votos no marcados,,7,Amazonas,Puerto Arica
votos nulos,votos nulos,,0,Amazonas,Puerto Arica
Iván Duque,Partido Centro Democrático,50.0,3,Consulados,India
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,50.0,3,Consulados,India
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Consulados,India
votos no marcados,votos no marcados,,0,Consulados,India
votos nulos,votos nulos,,0,Consulados,India
Iván Duque,Partido Centro Democrático,76.89,1408,Norte De San,Gramalote
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.04,367,Norte De San,Gramalote
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.05,56,Norte De San,Gramalote
votos no marcados,votos no marcados,,39,Norte De San,Gramalote
votos nulos,votos nulos,,18,Norte De San,Gramalote
Iván Duque,Partido Centro Democrático,70.88,3236,Santander,Rionegro
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.28,926,Santander,Rionegro
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.82,403,Santander,Rionegro
votos no marcados,votos no marcados,,54,Santander,Rionegro
votos nulos,votos nulos,,38,Santander,Rionegro
Iván Duque,Partido Centro Democrático,52.78,256,Choco,Condoto
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,37.31,181,Choco,Condoto
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.89,48,Choco,Condoto
votos no marcados,votos no marcados,,30,Choco,Condoto
votos nulos,votos nulos,,37,Choco,Condoto
Iván Duque,Partido Centro Democrático,73.87,461,Antioquia,Belmira
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.23,145,Antioquia,Belmira
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.88,18,Antioquia,Belmira
votos no marcados,votos no marcados,,8,Antioquia,Belmira
votos nulos,votos nulos,,7,Antioquia,Belmira
Iván Duque,Partido Centro Democrático,58.73,444,Cundinamarca,Pasca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.73,255,Cundinamarca,Pasca
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.53,57,Cundinamarca,Pasca
votos no marcados,votos no marcados,,14,Cundinamarca,Pasca
votos nulos,votos nulos,,11,Cundinamarca,Pasca
Iván Duque,Partido Centro Democrático,58.71,1364,Boyaca,Villa De Leiva
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,36.16,840,Boyaca,Villa De Leiva
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.12,119,Boyaca,Villa De Leiva
votos no marcados,votos no marcados,,14,Boyaca,Villa De Leiva
votos nulos,votos nulos,,28,Boyaca,Villa De Leiva
Iván Duque,Partido Centro Democrático,83.05,593,Choco,Acandi
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.7,105,Choco,Acandi
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.24,16,Choco,Acandi
votos no marcados,votos no marcados,,21,Choco,Acandi
votos nulos,votos nulos,,6,Choco,Acandi
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,48.21,216,Boyaca,Turmeque
Iván Duque,Partido Centro Democrático,41.07,184,Boyaca,Turmeque
Alejandro Ordóñez,G.S.C. La Patria De Pie,10.71,48,Boyaca,Turmeque
votos no marcados,votos no marcados,,4,Boyaca,Turmeque
votos nulos,votos nulos,,3,Boyaca,Turmeque
Iván Duque,Partido Centro Democrático,74.91,1105,Antioquia,San Rafael
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.13,297,Antioquia,San Rafael
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.94,73,Antioquia,San Rafael
votos no marcados,votos no marcados,,29,Antioquia,San Rafael
votos nulos,votos nulos,,20,Antioquia,San Rafael
Iván Duque,Partido Centro Democrático,91.86,2529,Boyaca,Muzo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,6.06,167,Boyaca,Muzo
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.07,57,Boyaca,Muzo
votos no marcados,votos no marcados,,35,Boyaca,Muzo
votos nulos,votos nulos,,49,Boyaca,Muzo
Iván Duque,Partido Centro Democrático,84.79,1232,Tolima,Anzoategui
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.55,197,Tolima,Anzoategui
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.65,24,Tolima,Anzoategui
votos no marcados,votos no marcados,,46,Tolima,Anzoategui
votos nulos,votos nulos,,20,Tolima,Anzoategui
Iván Duque,Partido Centro Democrático,58.13,200,Boyaca,La Capilla
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,38.95,134,Boyaca,La Capilla
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.9,10,Boyaca,La Capilla
votos no marcados,votos no marcados,,1,Boyaca,La Capilla
votos nulos,votos nulos,,2,Boyaca,La Capilla
Iván Duque,Partido Centro Democrático,68.79,2101,San Andres,San Andres
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.37,775,San Andres,San Andres
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.82,178,San Andres,San Andres
votos no marcados,votos no marcados,,94,San Andres,San Andres
votos nulos,votos nulos,,20,San Andres,San Andres
Iván Duque,Partido Centro Democrático,92.44,820,Boyaca,Jerico
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,5.18,46,Boyaca,Jerico
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.36,21,Boyaca,Jerico
votos no marcados,votos no marcados,,26,Boyaca,Jerico
votos nulos,votos nulos,,12,Boyaca,Jerico
Iván Duque,Partido Centro Democrático,70.09,150,Nariño,El Rosario
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,27.1,58,Nariño,El Rosario
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.8,6,Nariño,El Rosario
votos no marcados,votos no marcados,,6,Nariño,El Rosario
votos nulos,votos nulos,,3,Nariño,El Rosario
Iván Duque,Partido Centro Democrático,50.0,7,Consulados,Dinamarca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.85,6,Consulados,Dinamarca
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.14,1,Consulados,Dinamarca
votos no marcados,votos no marcados,,1,Consulados,Dinamarca
votos nulos,votos nulos,,0,Consulados,Dinamarca
Iván Duque,Partido Centro Democrático,74.88,1953,Caqueta,San Vicente Del Caguan
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.63,512,Caqueta,San Vicente Del Caguan
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.48,143,Caqueta,San Vicente Del Caguan
votos no marcados,votos no marcados,,53,Caqueta,San Vicente Del Caguan
votos nulos,votos nulos,,24,Caqueta,San Vicente Del Caguan
Iván Duque,Partido Centro Democrático,85.38,520,Antioquia,Anza
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.31,75,Antioquia,Anza
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.29,14,Antioquia,Anza
votos no marcados,votos no marcados,,11,Antioquia,Anza
votos nulos,votos nulos,,7,Antioquia,Anza
Iván Duque,Partido Centro Democrático,75.48,1595,Huila,Aipe
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.1,446,Huila,Aipe
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.4,72,Huila,Aipe
votos no marcados,votos no marcados,,27,Huila,Aipe
votos nulos,votos nulos,,29,Huila,Aipe
Iván Duque,Partido Centro Democrático,68.73,45650,Antioquia,Bello
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.67,16386,Antioquia,Bello
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.59,4382,Antioquia,Bello
votos no marcados,votos no marcados,,909,Antioquia,Bello
votos nulos,votos nulos,,1011,Antioquia,Bello
Iván Duque,Partido Centro Democrático,84.74,739,Santander,Surata
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.46,100,Santander,Surata
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.78,33,Santander,Surata
votos no marcados,votos no marcados,,12,Santander,Surata
votos nulos,votos nulos,,6,Santander,Surata
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,45.69,382,Cundinamarca,Susa
Iván Duque,Partido Centro Democrático,44.73,374,Cundinamarca,Susa
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.56,80,Cundinamarca,Susa
votos no marcados,votos no marcados,,16,Cundinamarca,Susa
votos nulos,votos nulos,,10,Cundinamarca,Susa
Iván Duque,Partido Centro Democrático,63.56,239,Nariño,Cuaspud (carlosama)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.11,117,Nariño,Cuaspud (carlosama)
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.31,20,Nariño,Cuaspud (carlosama)
votos no marcados,votos no marcados,,24,Nariño,Cuaspud (carlosama)
votos nulos,votos nulos,,7,Nariño,Cuaspud (carlosama)
Iván Duque,Partido Centro Democrático,69.82,671,Huila,Villavieja
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.43,206,Huila,Villavieja
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.74,84,Huila,Villavieja
votos no marcados,votos no marcados,,9,Huila,Villavieja
votos nulos,votos nulos,,6,Huila,Villavieja
Iván Duque,Partido Centro Democrático,74.39,1238,Tolima,Lerida
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.62,310,Tolima,Lerida
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.97,116,Tolima,Lerida
votos no marcados,votos no marcados,,31,Tolima,Lerida
votos nulos,votos nulos,,25,Tolima,Lerida
Iván Duque,Partido Centro Democrático,78.23,1434,Antioquia,Sopetran
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.56,322,Antioquia,Sopetran
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.2,77,Antioquia,Sopetran
votos no marcados,votos no marcados,,34,Antioquia,Sopetran
votos nulos,votos nulos,,16,Antioquia,Sopetran
Iván Duque,Partido Centro Democrático,61.52,3596,Cauca,Santander De Quilichao
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.32,1831,Cauca,Santander De Quilichao
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.15,418,Cauca,Santander De Quilichao
votos no marcados,votos no marcados,,235,Cauca,Santander De Quilichao
votos nulos,votos nulos,,179,Cauca,Santander De Quilichao
Iván Duque,Partido Centro Democrático,75.35,3798,Antioquia,Turbo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.48,982,Antioquia,Turbo
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.15,260,Antioquia,Turbo
votos no marcados,votos no marcados,,199,Antioquia,Turbo
votos nulos,votos nulos,,79,Antioquia,Turbo
Iván Duque,Partido Centro Democrático,50.55,1500,Cundinamarca,Cogua
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,43.64,1295,Cundinamarca,Cogua
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.79,172,Cundinamarca,Cogua
votos no marcados,votos no marcados,,37,Cundinamarca,Cogua
votos nulos,votos nulos,,72,Cundinamarca,Cogua
Iván Duque,Partido Centro Democrático,77.61,763,Norte De San,Labateca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.31,180,Norte De San,Labateca
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.06,40,Norte De San,Labateca
votos no marcados,votos no marcados,,24,Norte De San,Labateca
votos nulos,votos nulos,,6,Norte De San,Labateca
Iván Duque,Partido Centro Democrático,59.71,962,Santander,Villanueva
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.45,539,Santander,Villanueva
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.82,110,Santander,Villanueva
votos no marcados,votos no marcados,,26,Santander,Villanueva
votos nulos,votos nulos,,14,Santander,Villanueva
Iván Duque,Partido Centro Democrático,68.09,796,Antioquia,Cisneros
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.8,290,Antioquia,Cisneros
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.1,83,Antioquia,Cisneros
votos no marcados,votos no marcados,,14,Antioquia,Cisneros
votos nulos,votos nulos,,8,Antioquia,Cisneros
Iván Duque,Partido Centro Democrático,85.71,6,Guainia,Mapiripana
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.28,1,Guainia,Mapiripana
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Guainia,Mapiripana
votos no marcados,votos no marcados,,0,Guainia,Mapiripana
votos nulos,votos nulos,,0,Guainia,Mapiripana
Iván Duque,Partido Centro Democrático,48.97,286,Choco,Tado
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,41.6,243,Choco,Tado
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.41,55,Choco,Tado
votos no marcados,votos no marcados,,194,Choco,Tado
votos nulos,votos nulos,,14,Choco,Tado
Iván Duque,Partido Centro Democrático,78.11,928,Antioquia,Frontino
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,16.32,194,Antioquia,Frontino
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.55,66,Antioquia,Frontino
votos no marcados,votos no marcados,,26,Antioquia,Frontino
votos nulos,votos nulos,,20,Antioquia,Frontino
Iván Duque,Partido Centro Democrático,69.62,550,Santander,Betulia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.97,142,Santander,Betulia
Alejandro Ordóñez,G.S.C. La Patria De Pie,12.4,98,Santander,Betulia
votos no marcados,votos no marcados,,14,Santander,Betulia
votos nulos,votos nulos,,13,Santander,Betulia
Iván Duque,Partido Centro Democrático,69.39,780,Valle,Restrepo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.35,285,Valle,Restrepo
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.24,59,Valle,Restrepo
votos no marcados,votos no marcados,,20,Valle,Restrepo
votos nulos,votos nulos,,13,Valle,Restrepo
Iván Duque,Partido Centro Democrático,73.97,2299,La Guajira,Uribia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.07,686,La Guajira,Uribia
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.95,123,La Guajira,Uribia
votos no marcados,votos no marcados,,367,La Guajira,Uribia
votos nulos,votos nulos,,48,La Guajira,Uribia
Iván Duque,Partido Centro Democrático,70.05,248,Santander,Guepsa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.51,62,Santander,Guepsa
Alejandro Ordóñez,G.S.C. La Patria De Pie,12.42,44,Santander,Guepsa
votos no marcados,votos no marcados,,4,Santander,Guepsa
votos nulos,votos nulos,,2,Santander,Guepsa
Iván Duque,Partido Centro Democrático,77.42,775,Guaviare,El Retorno
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.98,180,Guaviare,El Retorno
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.59,46,Guaviare,El Retorno
votos no marcados,votos no marcados,,20,Guaviare,El Retorno
votos nulos,votos nulos,,16,Guaviare,El Retorno
Iván Duque,Partido Centro Democrático,75.4,134483,Norte De San,Cucuta
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.63,33238,Norte De San,Cucuta
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.95,10622,Norte De San,Cucuta
votos no marcados,votos no marcados,,2307,Norte De San,Cucuta
votos nulos,votos nulos,,2001,Norte De San,Cucuta
Iván Duque,Partido Centro Democrático,94.94,1015,Bolivar,El Guamo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,3.18,34,Bolivar,El Guamo
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.87,20,Bolivar,El Guamo
votos no marcados,votos no marcados,,32,Bolivar,El Guamo
votos nulos,votos nulos,,1,Bolivar,El Guamo
Iván Duque,Partido Centro Democrático,90.41,3359,Cesar,Chiriguana
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.13,265,Cesar,Chiriguana
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.44,91,Cesar,Chiriguana
votos no marcados,votos no marcados,,94,Cesar,Chiriguana
votos nulos,votos nulos,,37,Cesar,Chiriguana
Iván Duque,Partido Centro Democrático,63.41,26,Antioquia,Murindo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,36.58,15,Antioquia,Murindo
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Antioquia,Murindo
votos no marcados,votos no marcados,,2,Antioquia,Murindo
votos nulos,votos nulos,,1,Antioquia,Murindo
Iván Duque,Partido Centro Democrático,53.76,3081,Choco,Quibdo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,39.05,2238,Choco,Quibdo
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.18,412,Choco,Quibdo
votos no marcados,votos no marcados,,423,Choco,Quibdo
votos nulos,votos nulos,,300,Choco,Quibdo
Iván Duque,Partido Centro Democrático,72.04,2601,Tolima,Libano
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.85,825,Tolima,Libano
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.09,184,Tolima,Libano
votos no marcados,votos no marcados,,58,Tolima,Libano
votos nulos,votos nulos,,99,Tolima,Libano
Iván Duque,Partido Centro Democrático,76.98,3040,Tolima,Rovira
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.82,546,Tolima,Rovira
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.19,363,Tolima,Rovira
votos no marcados,votos no marcados,,137,Tolima,Rovira
votos nulos,votos nulos,,69,Tolima,Rovira
Iván Duque,Partido Centro Democrático,77.66,320,La Guajira,La Jagua Del Pilar
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.9,82,La Guajira,La Jagua Del Pilar
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.42,10,La Guajira,La Jagua Del Pilar
votos no marcados,votos no marcados,,7,La Guajira,La Jagua Del Pilar
votos nulos,votos nulos,,2,La Guajira,La Jagua Del Pilar
Iván Duque,Partido Centro Democrático,64.01,2003,Consulados,España
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.04,940,Consulados,España
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.94,186,Consulados,España
votos no marcados,votos no marcados,,52,Consulados,España
votos nulos,votos nulos,,24,Consulados,España
Iván Duque,Partido Centro Democrático,76.41,243,Antioquia,Toledo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.44,65,Antioquia,Toledo
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.14,10,Antioquia,Toledo
votos no marcados,votos no marcados,,8,Antioquia,Toledo
votos nulos,votos nulos,,5,Antioquia,Toledo
Iván Duque,Partido Centro Democrático,66.7,615,Boyaca,Raquira
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.5,272,Boyaca,Raquira
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.79,35,Boyaca,Raquira
votos no marcados,votos no marcados,,9,Boyaca,Raquira
votos nulos,votos nulos,,11,Boyaca,Raquira
Iván Duque,Partido Centro Democrático,85.24,47020,Cordoba,Monteria
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.85,6540,Cordoba,Monteria
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.89,1598,Cordoba,Monteria
votos no marcados,votos no marcados,,877,Cordoba,Monteria
votos nulos,votos nulos,,431,Cordoba,Monteria
Iván Duque,Partido Centro Democrático,86.9,1692,Huila,La Argentina (plata Vieja)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.86,192,Huila,La Argentina (plata Vieja)
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.23,63,Huila,La Argentina (plata Vieja)
votos no marcados,votos no marcados,,23,Huila,La Argentina (plata Vieja)
votos nulos,votos nulos,,11,Huila,La Argentina (plata Vieja)
Iván Duque,Partido Centro Democrático,69.96,1118,Caldas,Palestina
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.59,377,Caldas,Palestina
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.44,103,Caldas,Palestina
votos no marcados,votos no marcados,,15,Caldas,Palestina
votos nulos,votos nulos,,22,Caldas,Palestina
Iván Duque,Partido Centro Democrático,56.35,78193,Santander,Bucaramanga
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.08,41743,Santander,Bucaramanga
Alejandro Ordóñez,G.S.C. La Patria De Pie,13.55,18811,Santander,Bucaramanga
votos no marcados,votos no marcados,,1296,Santander,Bucaramanga
votos nulos,votos nulos,,1141,Santander,Bucaramanga
Iván Duque,Partido Centro Democrático,68.64,208,Boyaca,Cubara
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.41,77,Boyaca,Cubara
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.94,18,Boyaca,Cubara
votos no marcados,votos no marcados,,7,Boyaca,Cubara
votos nulos,votos nulos,,3,Boyaca,Cubara
